visit_id,ad_hash,ocr_text
8982642162008535,751d3612f943,ha eo ae SL UaN Staats
8982642162008535,6f49ab261da5,~ NOW Qseez. THM aa ‘\ atin Sr a
8982642162008535,192c6fb2f37f,foyota® Tacoma L
8982642162008535,5f294ecad229,BST {sian upnow
8982642162008535,28b91c0127fb,Selling Out Fast: The Greenville Device Replacing Expensive AC Units.
5608232318565741,1d6de6e93c79,"Get the help you need Love, Youc Mind Owen eV"
5608232318565741,71e765356c42,"Ne Aa Yaa a > 4213 By eae "" bie ies rears na nowd"
5608232318565741,2e8d70330579,NOU eS Aaa pace a! 14a)
5608232318565741,3230d1cd9866,"Get the help you need Love, Youc Mind Owen eV"
5608232318565741,11b4abf1136f,I Seniors Born 1939-1969 Receive 11 Benefits This Month If They Ask
5608232318565741,91aceee53f36,Seniors Born 1939-1969 Receive 11 Benefits This Month If They Ask
5608232318565741,bd7bf0ad2e1a,"Get the help you need Love, Youc Mind Owen"
7058533436439090,5a3366380d76,88 SBNATION promoted Log In to See Fewer Ads
7058533436439090,dd31ed790852,"Helping first-time XSutsl oO eted oC) the next step a ar eel = Va 28,"
7058533436439090,f91997a437b7,PEM ea eee ach og | uA PROGRESS! eligible first-time homebuyers.
7058533436439090,73b223a19279,Down payment assistance for le first-time homebuyers
7058533436439090,b64c464bcf0f,Get Grubhub+ for S99 yi) for 3 months” geen
7072173336153887,122588487367,View of Your House or Neighbourhood Quickly with MapsAssist. MapsAssist
7072173336153887,f108ade1cddb,Get a Satellite View of Your House or Neighbourhood Quickly with MapsAssist. MapsAssist
7072173336153887,ff3e2614441c,Get a Satellite View of Your House or Neighbourhood Quickly with MapsAssist. MapsAssist
7072173336153887,8ebd88ca672d,cateliitesMarnishatembecation Get a Satellite View of Your House or Neighbourhood Quickly with MapsAssist. MapsAssist
5867409596460870,4c86ed315179,"WELLS FARGO Personal —_Investing & Wealth Management —_Business About Wells Fargo Commercial Banking Corporate & Investment Banking Checking Savings &CDs Credit Cards HomeLoans PersonalLoans AutoLoans Premier Education & Tools Good afternoon Sign on to manage your accounts. $325 checking Username Password se DOnus ON US oO Save username New customers open an eligible checking account Enjoy with qualifying direct deposits Forgot username or password? Privacy, Cookies, and Legal =} —> Interest rates today GS at + New customer? Say hello to a $125 bonus Opena Clear Access Banking account, great for students & more, complete offer Earn up to $350 in One Key rewards Use rewards on eligible bookings on Expedia®, Hotels.com®, and Vrbo®. Terms Earn 20,000 bonus points Plus, earn 3X points on many everyday categories with $0 annual fee. Terms apply. requirements apply. See offer details > Learnmore > Learnmore > Check rates v Earn 60,000 bonus v te (3 CHOICE HOTELS” | FARGO FARGO on qualifying purchases. Terms apply. Learn more Step into your future Keeping discipline in noisy markets Borrowing built around you Discover borrowing designed for every step of your journey Explore borrowing Track goals and get insights for your financial future with Lifesyn® Forecasts and potential investment opportunities for the rest of the year Get the Midyear Outlook “eo 6 Fargo x Here are insights into your spending Need help? Ask Fargo® Fargol gives you valuable insights like a summary of your spending by category, retailer and across accounts. Find it only in the Wells Fargo Mobile® app. Pree on Dro rorsse PN yekss ors) eT oyoye a { 1.72538 4.20066 rom Feb Top categories March 1 March 31, 2024 ‘Summary Merchant ace are et © shopping Serving our customers and communities It doesn't happen with one transaction, in one day on the job, or in one quarter. It's earned relationship by relationship. WELLS FARGO eco a he Who we are Why we're committed to communities We don't just serve our communities—we are our communities. We're committed to helping customers and neighborhoods across the country thrive, Wells Fargo Stories Wells Fargo helps strengthen communities through inclusion, economic empowerment, and sustainability. About Wells Fargo How can we help? Qe Find a location @ Make an appointment Quick help v Privacy, Cookies, Security & Legal | Do Not Sell or Share My Personal Information | Notice of Data Collection | GeneralTermsofUse | Online AccessAgreement | ReportFraud | About Wells Fargo Careers | Inclusion and Accessibility | Sitemap AmOOesh Investment and Insurance Products are: * Not Insured by the FDIC or Any Federal Government Agency * Not a Deposit or Other Obligation of, or Guaranteed by, the Bank or Any Bank Affiliate * Subject to Investment Risks, Including Possible Loss of the Principal Amount Invested Investment products and services are offered through Wells Fargo Advisors. Wells Fargo Advisors isa trade name used by Wells Fargo Clearing Services, LLC (WFCS) and Wells Fargo Advisors Financial Network, LLC, Members SIPC. separate registered broker-dealers and non-bank affiliates of Wells Fargo & Company. 1 Availability may be affected by your mobile carrier's coverage area. Your mobile carrier's message and data rates may apply. Fargo is only available on the smartphone versions of the Wells Fargo Mobile® app. ‘Android, Google Play, Chrome, Pixel and other marks are trademarks of Google LLC. Apple, the Apple logo, Apple Pay, Apple Watch, Face ID, iCloud Keychain, iPad, iPad Pro, iPhone, iTunes, Mac, Safari, and Touch ID are trademarks of Apple Inc., registered in the U.S. and other countries. Apple Wallet is a trademark of Apple Inc. App Store is a service mark of Apple Inc. Deposit products offered by Wells Fargo Bank, N.A. Member FDIC. © Equal Housing Lender PM-09192027-5314505, DT2-09192027-12-8840298-1.1 © 1999 - 2026 Wells Fargo, NMLSR ID 399801."
6644479252130283,5408c2f5161c,Di microperfumes CALABASAS
6644479252130283,445800a4038c,b> microperfumes CALABASAS
6644479252130283,abf569dccc44,"Pe Gs) m #1 Fragrance a Pp mer"
6644479252130283,a6d5ebac9156,2 ie =30% cr BW Ge Gx) Pt ai microperfumes
6644479252130283,272806052753,"b> m #1 Fragrance"
6644479252130283,939517d3189f,Di microperfumes CALABASAS
5948502490094380,c26cffd5f19f,Onsale nowst ©) pal
5948502490094380,a5dafcac1cd5,TASTES Goat CC eo You up. fiz
5948502490094380,cad411e0ff06,mh Lise INSPIRED BY A HOME CHEF
5371871778300223,32fff80db1bf,"4. Click ""Continue"" 2. Install the Manuals OD: Explorer extension"
5371871778300223,96edc4daa9ab,"1. Click ""Continue"" 5 insta Manuals CONTINUE >> {(D) Manuals exptorer Explorer extension"
5371871778300223,ea63d3aeedb2,"1. Click ""Continue"" 5 insta Manuals CONTINUE >> {(D) Manuals exptorer Explorer extension"
5371871778300223,1584243b8e72,"4. Click ""Continue"" 2. Install the Manuals 0: Explorer extension"
6624531724690055,12ab685dbab8,Coreen CHANNELING Gaia ~ a ASTID etme ae)
6624531724690055,e2fd3579842b,"Ask a Pro: ""How Can | Avoid Paying Taxes on IRA Withdrawals?"" Cee CHANNELING ASTID etme ae)"
6624531724690055,2ebea95bf602,Cee CHANNELING ASTID etme ae)
6624531724690055,30eb47b1634d,Cee CHANNELING Gaia ~ ccd ASTID etme ae) Peete)
6624531724690055,e8db6a021729,reer Neuer! CHANNELING Be a rete ac} (an) A BRIDGE TO THE a Subscription required
6624531724690055,98d38519ef2d,audible> !maginati Creer ee tee]
6624531724690055,8ed1fef41631,"A ree ee "" 4 (a LID eee)"
6624531724690055,1b6b73970cd7,"ee Creer Ask a Pro: ""How Can | Avoid Paying Taxes on IRA Withdrawals?’ iption required"
354176889958668,28631c755426,Mosquitoes Protector Just Stick One on Your Shirt and Skip the Bug Spray
354176889958668,0572801e5e6a,"PON om Hi SHOP NOW,"
354176889958668,d01b3ab8b9d6,bas PANY hi
354176889958668,c243a8f7a402,The Markets Today Open >
354176889958668,8b69dfa1c8c3,"RILEY GOLD TSX.V: RLYG | OTCQB: RLYGF eeo > Q@RILEY GOLD TSXV: RLYG Riley's People + Kinross JV + Tight Structure in one presentation Kinross and Riley Gold project in Nevada next to Barrick/Newmont Encouraging results setting up 2026 driling Get to know Riley Gold through CEO interviews! Sign-up for Riley News and update $0.46 ~ : 0.005 (1.11%) Vol: 15,010"
354176889958668,51bc226223d7,"Real-time market coverage, xpert perspective, trusted analysis, and the stories moving markets"
354176889958668,9dd3f05f08c1,Mosquitoes Protector Just Stick One on Your Shirt and Skip the Bug Spray
354176889958668,807a7adb31a7,The Markets Today Open >
354176889958668,e41863e067dc,> Q@RILEY GOLD TSXV: RLYG Riley's People + Kinross JV + Tight Structure in one presentation RILEY GOLD Kinross and Riley Gold project in Nevada next to Barrick/Newmont Encouraging results setting up 2026 drilling TSX.V: RLYG | OTCQB: RLYGF Get to know Riley Gold through CEO interviews! Sign-up for Riley News and update $0.46 @eo 0.005 (1.11%)
354176889958668,fe31edb498d6,Seca ‘{ GOLD & SILVER
5733613776226885,4dd99a437f7c,More power to you. TCE ae tan aan Legal terms Mayle)
5733613776226885,c77c4f28833a,Advertisement
5733613776226885,db943c9dc6c5,fT WT SURO ea Ue EO)
5733613776226885,98c11ee23877,a Pele AG aot charging outlets. cD TCE ae tan aan Legal terms Mayle)
5733613776226885,4aedb4c4d221,We got you with America’s Best Warranty. RU ea WP EAN ots s Learn more
5733613776226885,d03df1c468a6,We got you with America’s Best Warranty. The all-new 2026 PALISADE Diao Glaim based on total package of warranty programs. Scorn UCN eek: KL
5733613776226885,318519179162,Advertisement
5733613776226885,776e293b6893,Square Don’t wait. Take payments today with Square.
5733613776226885,7a471601d75a,Get a personalized rate for YOUR safe driving with Snapshot® f-N PROGRESSIVE (Ee
5733613776226885,a29620e7b097,BETTER aS WHAT ARE THE SIGNS OF PROBLEM GAMBLING?
5733613776226885,06ebdd02b336,oe Apply for a High Neollelestenraleless yXe@o)eiale
5733613776226885,8bcbff6b0a8a,Advertisement
5733613776226885,229fefa7a378,Bsquare © No hidden fees or long-term % ‘contract or required. oz
5733613776226885,23046af4163b,Get a personalized rate for YOUR safe driving with Snapshot® f-N PROGRESSIVE QS
5733613776226885,d902232a7ade,Square > Don’t wait. Take payments today with Square. eo
6460672309718413,3798345854e6,er] shops for’ Ol a Now Open in Greenville BOB'S? Leann Mone
6460672309718413,606d7e5d02a6,en ae shops for = furniture. Now Open i — July SaleEvent @I
6460672309718413,80d0fb9aab35,A CMR ACU ea AVeneyn\ ss | er
6460672309718413,357b68c82bab,Mite) | F | America © Ry hig Ol a Now Open in Greenville or BOB'S 22; LEARN MORE
6460672309718413,b6a6f3a020bd,Pe Click here to continue \ Xx Open
6460672309718413,a7db32bd9172,Tehcoe a melele] Ez
6460672309718413,afca720419ad,7 a Set cy i) | [ America © shops for’ Leh it BOB'S 223 LEARN MORE
7451962198338613,86cd8cda0656,7 DEALS ON DEALS. DONT MISSIT. | Shopnow
5430949628939977,bef75349f3d5,fines Every 5 seconds for there is a victim » of identity theft. streaming on @ YouTube
113817566064877,148b9f750ff7,ean > Google Play.
3634588178595101,25da55d7e016,foreverspin™ 44 ivi
3634588178595101,83a77b3d471b,DryerJack Roof Venting Thi k is fe & efficient roof ven DryerJack Learn More >
3634588178595101,ace20cf7fd1a,DryerJack Roof Venting is a safe & efficient roof vent engineered DryerJack Learn More >
3634588178595101,92a9ed258ac9,foreverspin™ 4 ivi
4195311290578254,b44c06acfb2b,"Search Sweeper » Tap ""Download"" To Start"
4195311290578254,dfce5b24ca5f,"Search Sweeper » Tap ""Download"" To Start"
2751618995651712,926638568d6c,att | DISABILITY ARTS & CULTURE AWARDS ST issions Open: Teel Te BL aed a -
2751618995651712,40fa40bfae48,Easterseals DISABILITY RTS & CULTU » a ae ; en: Now
2751618995651712,e24d2ee8b0bc,‘SPONSORED ‘Bait’ Team on the Show’s James Bond PI ie and Depicting Inner Struggle: ‘Being Muslim in the West Feels Like You’re Stuck in a Spy Thriller’
2751618995651712,8e63c8ad55b0,Easterseals DISABILITY RTS & CULTU » a ae ; en: Now
2751618995651712,bcaf954d191e,att | DISABILITY ARTS & CULTURE AWARDS ST issions Open: Teel Te BL aed i oS
7500438223275311,9a7ca84d518c,Weekly pick-me-Up
7500438223275311,831d1be8e6c6,Gear up. Go create. Creative Cloud Pro es
7500438223275311,0856cb6178a7,Gear up. ~ Go create. Gams Creative Cloud Pro ae)
7500438223275311,fabc3ed65ea9,LIFE 1S BETTER WITH CATS
7500438223275311,45a85059f86c,PENDRY HOTELS & RESORTS Enjoy up toa
7500438223275311,d03df6caccdc,joy up toa PENDRY HOTELS & RESORTS
7500438223275311,b751682c1f9f,joy up toa PENDRY HOTELS & RESORTS
7500438223275311,b4c62ca0f592,Feyataey ae) We're giving you PR mr em ey oe aac ma an Te OAC Rue’ Ce cn ea ec e ry
7500438223275311,94f6748f4cfc,"Pye taey ae) We're giving you PR mar em el} aac ma a exclusive deals, and more Ce cn eee?"
7500438223275311,af3504c3bde6,Adobe Creative Cloud Pro
7500438223275311,e16702f9e83e,reyaaey ae) We're giving you PR ee mt em el} oe aac en an CUTE OR A Rae’ Ce cn ae e ray
8764789817142064,ba3c7b4a5c79,L with Square today.
8764789817142064,13bc15b8df5c,@ Square Get started with sau re
2543901911295002,b9c2acd88d6a,"a. % FRAGRANCE ee ° DYES, PHTHALATES ERE a & CHLORINE ADDED E& AR"
2543901911295002,f96b8393c381,Your perfect North Carolina weekend getaway includes: (CABARRUS
2543901911295002,c7baf95a70a6,"0’ FRAGRANCE FRE DYES, PHTHALATES a CHLORINE ADDED CLE & R E A"
2543901911295002,3cd301a64d91,Your perfect North Carolina weekend getaway includes: CABARRUS
2543901911295002,b5ee0403f15b,Deal: rete tl
1347393080221028,e1b94cf22fec,Coupon codes found! epee mee een eee ee Py NAS: Oy extension that applies coupon codes onds.
1347393080221028,43625a96a510,Advertisement a?) Coupon codes found! ‘Shopping Capital One Shopping is a free browser extension that applies coupon codes in seconds. PV) eye Cry
1595480884819028,9bf532382fa8,"You May Like Sponsored Links DOT oes etd Use an Al Writing Tool That Actually Understands Your Voice Grammarly Edema Is Not From Salty Food. Meet The Real Enemy Of Swollen Legs RejuvaCare Ask a Pro: ""I'm 65 With $1.1M In An 401(k). What's My Retirement Budget? simartAsset Learn More Drive Less Than 50 Miles Per Day? Switch To This Car Insurance Insure.com Learn More South Carolina Homeowners Are Loving This 1-Day Garage Floor Upgrade Garage Flooring USA Read More bby Taboola"
1595480884819028,b799e0f7df95,Cognitive Decline Has Been Tied to This Common Evening Snack. Do You Eat It? enter Learn More
1595480884819028,f8a57dc4350f,‘Sponsored Links by Taboola Which American Cars Cost Top Doctors Say Cognitive Less to Insure? (You'llBe Decline Isn't Age: Just Stop Surprised) OTTO quotes
2166077709624753,7852518be069,And the people who get me.
2166077709624753,740d784e4738,Less noise. More life. better conversations. » A week that actually feels like yours.
2166077709624753,a70de468eb2f,et ee Tua ee Taam Pye A
2166077709624753,aff9c7c0a7b3,">| A diferent kind of getaway, 4 with people wha getit Z"
2166077709624753,aabe120c594f,JOIN THE EXPERIENCE
2166077709624753,9cb4079ee86b,Less noise. More life. better conversations. » A week that actually feels like yours.
2166077709624753,3e279d9f69c3,‘Aweekin the Gulf of America you won't forget SAVE.VOUR- SPOT
2166077709624753,30b9b6964a18,You'l] wish yoy were in Sa Photo
2166077709624753,3d103440d8d5,"Less noise, Kore life. 4, , better conversations. Ss A week that actually feels like yours."
2166077709624753,941d114fd843,Aweekin the Gulf of America you won't forget SAVE.VOUR- SPOT
2166077709624753,0af5c82e6ac4,"Less noise, Kore life. 4, better conversations. SS A week that actually feels like yours."
2166077709624753,9a3d68bd1c26,AUS Arca JOIN THE EXPERIENCE
2166077709624753,8f73d7311086,Less noise. More life. Better conversations. A week that actually feels like yours.
2166077709624753,ee482be09d05,A : ae Le.) i.
2166077709624753,ec85d559dcd3,"You"" 21 Wish you were"
2166077709624753,27eebafb62c4,Wie pAN HUN
2166077709624753,c5b8e15569eb,And the people who get me.
7196630006049855,346638136afe,"Clean, Refresh ESC ee eC"
7196630006049855,680530ea6dcc,Sco eV Sponsored Video NG PARTNER Watch to ons of people here!’ TMZ eporter pans to empty
7196630006049855,228da44e58b3,Sponsored Video Watch to learn more
7196630006049855,a42bb2f8f3af,Sponsored Video Watch to learn more
7196630006049855,19f60f2f987f,Sponsored Video Watch to | Tons of people here!’ TMZ reporter pans to empty
7196630006049855,361db7a96ac0,od ts wasn’t there. PR Rll el aoe Ce vort] Ed use live streaming o
7196630006049855,90fce2a7b6f9,Sponsored Video Watch to learn more
7196630006049855,fca8c96b6607,Sponsored Video Watch to learn more
7196630006049855,c7f1870019a0,Refresh ESC eee Socios
7196630006049855,ee62e556a459,Chee: Senne ey fo} Unlock even more hiring power Ps oe
7196630006049855,2da8951486ee,Cre ee Soran 3 y eS elallce eae Nay | 4 pasa
6260435911579773,2b429d339b5e,BetsLab w Botslab G980H 4-Channel Dashcam
6260435911579773,0b76f7345c03,GOKO M6: The Al-powered AWD robotic mower redefining lawn care for large and tough terrain -
6260435911579773,7fceafe27685,> A Ve2O0 BLOND ABSOLU Pea KERASTASE 4 a > BLONDE GUARD oo
6260435911579773,3dd821c41854,The most important laptop specs students should care about in 2026 — and how the XPS 13 delivers them =
6260435911579773,a076dbf998a3,> A Ve2O0 BLOND ABSOLU Pea KERASTASE 4 a > BLONDE GUARD oo
6260435911579773,b5d03adacc3f,BetsLab w Botslab G980H 4-Channel Dashcam
6260435911579773,9f11b6db03be,The most important laptop specs students should care about in 2026 — and how the XPS 13 delivers them
6260435911579773,b22ce2d2eb03,". @iPhone17 iPhone 170N US ""= No trade-in needed acre ecient cei cn For well-qualified customers plus tax & 985 device connection charge. Core ene eee eee re ete need eet ee eee ea re ee oe ee ae eee ety"
6260435911579773,ebbd93ab221d,GOKO M6: The Al-powered AWD robotic mower redefining lawn care for large and tough terrain -
1309339423949367,91d7da34bd0a,Meditative minds Seek solace from dancing ads Blissful subscription New Atlas Plus _NEW ATLAS— THERE’S ALWAYS A BETTER WAY
1309339423949367,6f8e26236233,Meditative minds Seek solace from dancing ads Blissful subscription New Atlas Plus _NEW ATLAS— THERE’S ALWAYS A BETTER WAY
1309339423949367,1ea85282709f,Creative Styles for You Printerval
1309339423949367,f15d20d02160,Creative Styles for You Printerval
1309339423949367,9e62c8d7afdd,"Ya"") Veare): a One membership. Two sites. Pees New Atlas Plus Upgrade your experience"
